loan_id,customer_id,gender,age,marital_status,education_level,county,employment_status,monthly_income_kes,mobile_money_usage,airtime_topup_frequency,loan_amount_kes,loan_term_months,interest_rate,repayment_frequency,num_previous_loans,num_defaults,loan_purpose,collateral_type,group_loan,days_late,repayment_progress,defaulted
L100168,C50168,Male,50,Divorced,Primary,Kisumu,Formal,22879.34,5367.34,5,33723,12,19.22,Weekly,3,0,Business,Title Deed,True,59,86.61,1
L100169,C50169,Female,62,Divorced,Primary,Eldoret,Informal,4912.82,-7344.65,6,9420,24,7.82,Weekly,1,1,Medical,None,True,52,29.13,0
L100170,C50170,Female,44,Single,Secondary,Machakos,Self-employed,31035.4,7400.24,4,4939,6,22.91,Bi-weekly,4,0,Agriculture,Livestock,True,56,75.17,1
L100171,C50171,Female,57,Single,Tertiary,Mombasa,Self-employed,22095.05,13257.39,6,39122,12,18.5,Bi-weekly,0,0,Medical,Title Deed,False,52,66.9,0
L100172,C50172,Other,39,Married,Primary,Mombasa,Informal,33988.22,15616.94,5,40737,3,12.21,Bi-weekly,1,1,Education,Electronics,False,30,77.91,1
L100173,C50173,Female,47,Divorced,Tertiary,Mombasa,Unemployed,58294.2,27463.29,7,2620,3,9.1,Weekly,0,0,Household,Guarantor,False,56,4.12,1
L100174,C50174,Other,26,Widowed,None,Kisumu,Self-employed,11834.11,12575.67,5,17314,24,21.29,Monthly,0,1,Emergency,None,False,18,59.46,0
L100175,C50175,Male,62,Divorced,None,Kisumu,Unemployed,8969.26,17708.37,9,35375,3,10.39,Bi-weekly,2,0,Medical,Livestock,True,28,39.08,0
L100176,C50176,Other,52,Single,Secondary,Meru,Formal,23206.84,8517.17,4,27607,12,18.92,Bi-weekly,2,0,Business,None,True,1,10.31,0
L100177,C50177,Female,35,Married,None,Nairobi,Informal,17359.57,11263.27,5,2116,12,23.18,Monthly,1,0,Emergency,Livestock,True,2,79.46,0
L100178,C50178,Male,59,Divorced,Tertiary,Machakos,Unemployed,29919.25,15105.72,5,5207,12,14.01,Monthly,1,1,Business,Title Deed,False,12,35.45,1
L100179,C50179,Male,22,Single,Tertiary,Machakos,Unemployed,54339.01,14709.29,8,48521,6,8.95,Monthly,0,0,Medical,None,True,12,62.69,0
L100180,C50180,Male,44,Single,Tertiary,Kisumu,Unemployed,56892.14,25418.33,4,14315,24,18.52,Weekly,4,0,Business,Livestock,True,15,6.84,0
L100181,C50181,Other,23,Widowed,Tertiary,Nairobi,Formal,22319.85,15054.15,7,10100,6,21.69,Weekly,1,0,Agriculture,Livestock,True,3,88.27,0
L100182,C50182,Female,49,Divorced,Tertiary,Meru,Informal,15959.01,30051.19,7,13087,3,18.39,Monthly,2,0,Emergency,None,True,38,78.6,1
L100183,C50183,Male,25,Widowed,Secondary,Mombasa,Unemployed,16286.71,8885.46,2,2731,6,6.1,Weekly,1,0,Household,Guarantor,False,39,70.41,0
L100184,C50184,Male,56,Divorced,Primary,Machakos,Unemployed,35294.89,-11944.98,6,34170,6,16.56,Bi-weekly,2,0,Education,Electronics,True,37,46.59,1
L100185,C50185,Male,38,Married,None,Kisumu,Formal,29437.72,26456.5,6,46501,6,8.73,Weekly,2,0,Education,Title Deed,False,5,61.51,0
L100186,C50186,Other,35,Divorced,Tertiary,Machakos,Informal,31175.61,8446.47,5,6719,6,24.96,Monthly,2,0,Business,None,True,23,54.21,0
L100187,C50187,Other,31,Widowed,None,Nakuru,Self-employed,21946.06,15549.99,8,40524,6,15.45,Bi-weekly,2,0,Emergency,Guarantor,False,39,58.16,1
L100188,C50188,Female,32,Widowed,Secondary,Meru,Informal,32508.34,26449.14,10,18804,6,18.49,Bi-weekly,5,0,Education,None,True,38,40.76,1
L100189,C50189,Other,59,Single,Secondary,Nakuru,Self-employed,59279.31,5746.63,5,26082,12,23.55,Weekly,2,0,Agriculture,Livestock,False,36,12.03,0
L100190,C50190,Male,43,Divorced,Primary,Nakuru,Formal,49515.2,12317.29,2,17811,24,12.52,Monthly,4,0,Agriculture,None,True,30,71.52,1
L100191,C50191,Female,61,Divorced,Secondary,Kisumu,Self-employed,65626.62,14148.29,5,28153,3,20.06,Bi-weekly,1,2,Agriculture,Title Deed,False,13,83.94,0
L100192,C50192,Male,49,Married,Primary,Kisumu,Formal,31611.15,15817.79,4,17588,6,12.74,Bi-weekly,1,0,Education,Livestock,True,15,39.77,0
L100193,C50193,Male,56,Single,Tertiary,Kisumu,Self-employed,12299.61,35888.25,1,31539,6,17.32,Weekly,1,0,Household,Electronics,False,48,97.38,0
L100194,C50194,Other,45,Widowed,Secondary,Nakuru,Formal,-1595.43,13206.87,7,9670,3,16.24,Weekly,2,0,Education,Title Deed,False,23,87.18,0
L100195,C50195,Female,56,Divorced,None,Mombasa,Informal,39129.51,8415.5,6,9146,6,19.69,Bi-weekly,2,0,Emergency,Title Deed,True,54,20.31,1
L100196,C50196,Other,60,Single,Secondary,Eldoret,Informal,8481.81,21018.38,7,9870,3,6.86,Monthly,0,0,Business,Electronics,True,15,83.16,0
L100197,C50197,Other,49,Married,Secondary,Mombasa,Self-employed,56253.78,1631.76,7,12030,12,5.87,Weekly,3,0,Education,Livestock,False,48,66.87,0
L100198,C50198,Female,30,Single,Tertiary,Kisumu,Informal,30201.15,28766.46,3,15714,12,9.86,Weekly,1,1,Household,None,False,45,39.68,1
L100199,C50199,Male,32,Divorced,Primary,Machakos,Self-employed,25879.22,12394.1,4,23894,12,17.28,Monthly,1,1,Medical,Electronics,False,13,1.93,0
L100200,C50200,Male,35,Divorced,Primary,Eldoret,Formal,29584.67,6219.07,2,23159,3,10.46,Monthly,5,1,Emergency,None,True,14,34.59,1
L100201,C50201,Female,56,Married,Secondary,Machakos,Unemployed,33725.6,10970.98,4,23277,6,17.96,Monthly,1,0,Medical,Livestock,True,14,86.0,0
L100202,C50202,Male,23,Married,None,Meru,Formal,43928.72,-6356.47,6,22438,12,13.62,Bi-weekly,1,2,Education,Livestock,False,50,46.15,0
L100203,C50203,Female,28,Married,Secondary,Eldoret,Unemployed,28862.83,-2224.4,3,44129,3,11.7,Monthly,6,1,Medical,Electronics,False,18,12.72,0
L100204,C50204,Female,49,Widowed,None,Mombasa,Informal,32566.29,9017.1,7,23969,24,22.73,Weekly,1,1,Emergency,Title Deed,False,13,82.69,1
L100205,C50205,Other,57,Single,Tertiary,Nakuru,Informal,38013.49,17322.03,4,47094,24,19.86,Monthly,2,1,Education,None,False,49,98.47,0
L100206,C50206,Female,37,Single,Tertiary,Nairobi,Self-employed,33050.02,481.74,5,28153,6,10.48,Bi-weekly,2,0,Business,Title Deed,False,48,58.19,0
L100207,C50207,Other,50,Single,Primary,Nakuru,Self-employed,7166.01,7977.47,6,41163,6,21.03,Bi-weekly,1,0,Medical,None,False,43,83.04,0
L100208,C50208,Male,57,Widowed,None,Nakuru,Unemployed,22583.28,16723.63,5,35199,12,18.26,Bi-weekly,3,0,Emergency,None,True,11,51.75,0
L100209,C50209,Male,25,Single,Secondary,Machakos,Formal,46544.27,16861.44,3,3617,24,19.53,Weekly,1,0,Household,None,True,13,62.52,0
L100210,C50210,Male,52,Married,Secondary,Eldoret,Unemployed,56015.5,7194.82,5,16859,3,9.25,Weekly,4,0,Household,Title Deed,True,48,99.58,1
L100211,C50211,Male,22,Single,Secondary,Kisumu,Unemployed,54153.08,17582.04,7,35024,12,23.57,Weekly,2,1,Household,Guarantor,False,59,15.11,0
L100212,C50212,Other,52,Widowed,Secondary,Kisumu,Formal,38505.01,10302.4,5,11991,3,17.1,Bi-weekly,2,1,Medical,Guarantor,False,17,95.52,0
L100213,C50213,Male,64,Widowed,Tertiary,Eldoret,Self-employed,23812.44,12680.08,5,25728,24,21.91,Bi-weekly,0,0,Medical,Electronics,True,14,88.89,0
L100214,C50214,Female,31,Single,None,Nakuru,Informal,50707.11,8824.88,3,31944,12,10.96,Bi-weekly,0,0,Household,None,True,19,81.91,0
L100215,C50215,Female,38,Widowed,Tertiary,Mombasa,Informal,24997.21,17220.4,1,17109,12,21.19,Bi-weekly,1,0,Education,Electronics,False,43,57.11,0
L100216,C50216,Female,64,Widowed,None,Meru,Self-employed,22938.36,12911.09,9,33113,3,22.05,Weekly,1,0,Agriculture,Electronics,True,24,26.13,0
L100217,C50217,Other,41,Single,Primary,Machakos,Unemployed,36747.62,7610.07,4,23982,24,9.39,Monthly,2,0,Emergency,None,False,29,76.8,0
L100218,C50218,Male,34,Widowed,None,Nairobi,Self-employed,-6254.99,14263.58,8,46448,6,15.61,Bi-weekly,1,1,Medical,Guarantor,False,3,51.59,0
L100219,C50219,Male,35,Widowed,Secondary,Nakuru,Unemployed,30558.74,22253.76,5,4064,12,9.48,Monthly,1,0,Medical,Title Deed,True,52,90.53,0
L100220,C50220,Male,51,Single,Tertiary,Machakos,Informal,30933.04,-11095.03,4,42767,6,5.9,Bi-weekly,4,0,Medical,Electronics,True,40,10.9,0
L100221,C50221,Other,29,Married,Secondary,Nakuru,Unemployed,27901.66,13995.86,7,45213,3,16.27,Weekly,3,1,Business,Livestock,True,37,50.5,0
L100222,C50222,Female,33,Married,None,Nairobi,Informal,27720.88,3232.22,4,20343,3,24.09,Weekly,3,1,Education,Title Deed,True,51,61.95,0
L100223,C50223,Female,21,Widowed,None,Mombasa,Informal,52475.59,1636.64,8,10272,6,8.67,Monthly,4,0,Education,Title Deed,False,36,62.09,0
L100224,C50224,Male,42,Divorced,Primary,Nairobi,Unemployed,5629.72,-3736.73,3,48968,24,14.58,Monthly,2,1,Medical,None,False,43,33.12,0
L100225,C50225,Female,51,Divorced,None,Eldoret,Informal,36544.99,14222.22,1,38424,3,21.0,Bi-weekly,2,0,Agriculture,Guarantor,True,28,85.54,0
L100226,C50226,Female,45,Single,None,Nairobi,Self-employed,39607.01,15515.65,6,18197,3,5.69,Bi-weekly,2,0,Medical,None,True,6,31.3,0
L100227,C50227,Other,63,Single,Secondary,Nairobi,Unemployed,54579.23,21201.53,4,22509,3,24.31,Bi-weekly,3,1,Household,Livestock,True,6,49.41,0
L100228,C50228,Other,28,Married,None,Nakuru,Formal,35004.63,8635.42,3,30172,12,18.23,Bi-weekly,1,1,Medical,Electronics,True,12,43.43,0
L100229,C50229,Other,30,Divorced,None,Machakos,Informal,37773.18,25346.64,3,8102,12,20.7,Bi-weekly,5,0,Business,Guarantor,False,20,87.49,0
L100230,C50230,Other,48,Single,Tertiary,Nakuru,Unemployed,29813.91,13128.76,10,8073,6,14.11,Bi-weekly,1,1,Household,Electronics,False,39,99.82,1
L100231,C50231,Male,42,Divorced,Tertiary,Kisumu,Unemployed,34742.15,4752.18,8,27004,6,7.22,Bi-weekly,5,0,Medical,Electronics,False,56,53.2,0
L100232,C50232,Other,56,Divorced,Primary,Nairobi,Unemployed,30193.97,13258.53,7,47197,24,22.14,Weekly,0,0,Business,Guarantor,True,59,49.39,1
L100233,C50233,Female,27,Widowed,Primary,Eldoret,Formal,12064.81,-1577.47,6,5207,12,23.63,Weekly,3,1,Business,Guarantor,False,44,2.79,0
L100234,C50234,Male,41,Widowed,Secondary,Kisumu,Formal,34473.5,13964.18,10,9184,24,17.22,Monthly,1,1,Emergency,Livestock,False,18,67.68,1
L100235,C50235,Female,18,Divorced,Secondary,Meru,Informal,33692.04,9267.48,6,42277,12,21.15,Weekly,4,0,Emergency,Livestock,True,18,55.52,0
L100236,C50236,Female,42,Married,Tertiary,Nairobi,Self-employed,21301.56,25317.4,5,16618,24,14.99,Monthly,0,0,Agriculture,Title Deed,True,25,23.88,0
L100237,C50237,Female,45,Single,Tertiary,Nakuru,Formal,33864.41,3887.63,6,30043,6,23.03,Weekly,0,0,Business,Title Deed,True,51,81.79,0
L100238,C50238,Other,53,Single,Tertiary,Eldoret,Formal,49363.21,-13560.44,1,21957,24,14.14,Bi-weekly,1,0,Household,None,True,15,82.07,1
L100239,C50239,Other,35,Married,Primary,Mombasa,Unemployed,25460.2,6154.66,7,12952,12,8.86,Weekly,5,0,Business,Electronics,True,59,44.05,0
L100240,C50240,Male,23,Widowed,Primary,Kisumu,Unemployed,55954.31,9240.03,4,22656,24,12.14,Weekly,2,0,Education,None,False,0,95.7,0
L100241,C50241,Male,19,Widowed,None,Nakuru,Self-employed,52366.11,-6949.63,7,46729,24,17.95,Weekly,1,0,Agriculture,Guarantor,False,59,41.6,0
L100242,C50242,Other,20,Married,Primary,Mombasa,Informal,18733.77,1345.37,4,24847,6,13.75,Monthly,1,1,Household,Electronics,False,44,19.91,1
L100243,C50243,Female,63,Married,None,Nairobi,Unemployed,21750.87,16352.63,5,8791,3,6.57,Monthly,9,2,Emergency,Livestock,True,54,45.83,0
L100244,C50244,Male,25,Widowed,Secondary,Eldoret,Informal,27348.72,11016.47,7,24871,12,7.49,Bi-weekly,0,0,Agriculture,Livestock,True,53,80.44,0
L100245,C50245,Other,48,Divorced,Primary,Nakuru,Self-employed,10903.89,26668.5,8,4613,24,5.4,Weekly,0,0,Education,Guarantor,True,14,54.7,1
L100246,C50246,Other,36,Widowed,Secondary,Nakuru,Self-employed,16054.89,7633.31,6,35708,24,7.58,Weekly,5,0,Education,Electronics,True,10,63.69,0
L100247,C50247,Other,23,Divorced,None,Eldoret,Formal,-2896.95,30611.18,10,14415,3,13.3,Monthly,2,1,Business,Livestock,True,14,82.21,0
L100248,C50248,Female,31,Single,Secondary,Nakuru,Informal,39609.54,8139.78,10,19376,3,10.74,Monthly,1,2,Household,Electronics,True,32,32.46,0
L100249,C50249,Other,20,Single,Secondary,Nakuru,Unemployed,41097.95,4462.4,7,4880,3,10.05,Bi-weekly,3,1,Education,Title Deed,False,3,25.99,0
L100250,C50250,Other,18,Divorced,Primary,Nairobi,Unemployed,6607.85,3854.17,4,4831,6,22.87,Weekly,1,0,Education,Guarantor,False,33,35.37,0
L100251,C50251,Other,61,Divorced,None,Kisumu,Informal,7216.1,-1693.98,9,26740,12,16.0,Monthly,2,1,Household,None,False,33,13.6,0
L100252,C50252,Other,47,Widowed,None,Mombasa,Unemployed,28957.89,21211.62,4,39820,12,22.07,Weekly,1,1,Emergency,Guarantor,True,24,5.16,0
L100253,C50253,Male,63,Married,Tertiary,Meru,Unemployed,31257.33,2460.0,9,3565,6,16.95,Monthly,0,0,Household,Electronics,False,27,54.12,0
L100254,C50254,Male,36,Divorced,Primary,Eldoret,Unemployed,48871.13,25243.35,9,25546,24,25.0,Bi-weekly,3,0,Education,Guarantor,True,48,94.11,1
L100255,C50255,Other,36,Single,Primary,Mombasa,Unemployed,19773.17,17579.15,6,17922,12,15.71,Monthly,1,0,Medical,Title Deed,True,38,72.0,0
L100256,C50256,Female,26,Widowed,None,Eldoret,Self-employed,20002.41,15348.54,8,31789,24,9.87,Bi-weekly,1,0,Household,Title Deed,True,0,69.31,0
L100257,C50257,Male,24,Single,Primary,Meru,Self-employed,31695.76,15178.65,7,44651,24,22.8,Monthly,3,0,Agriculture,Title Deed,False,43,73.64,0
L100258,C50258,Other,63,Widowed,Secondary,Eldoret,Unemployed,47816.88,14519.29,7,5951,12,6.39,Bi-weekly,3,0,Business,Title Deed,False,40,31.85,0
L100259,C50259,Male,54,Married,Tertiary,Nakuru,Informal,52688.62,4536.65,5,43021,6,7.65,Weekly,0,0,Household,None,True,48,55.98,1
L100260,C50260,Male,58,Married,None,Meru,Unemployed,15737.74,15980.47,10,29166,3,15.42,Bi-weekly,5,0,Agriculture,Title Deed,True,5,46.53,0
L100261,C50261,Female,24,Single,Primary,Meru,Informal,46670.27,6115.79,6,31698,24,11.83,Weekly,2,1,Business,Electronics,False,46,47.04,1
L100262,C50262,Other,26,Divorced,Primary,Nairobi,Informal,16763.22,14290.22,7,27211,24,12.51,Monthly,2,1,Education,None,False,23,36.49,0
L100263,C50263,Other,21,Divorced,Secondary,Eldoret,Formal,2991.31,13328.6,7,16704,24,23.64,Monthly,2,1,Medical,Electronics,False,15,39.34,0
L100264,C50264,Female,42,Single,Primary,Meru,Formal,33298.84,10849.2,6,39058,24,17.6,Monthly,2,0,Education,None,False,25,81.53,1
L100265,C50265,Female,29,Divorced,Primary,Mombasa,Formal,48866.49,11965.4,4,34866,12,22.08,Bi-weekly,1,0,Education,Guarantor,False,42,12.76,0
L100266,C50266,Other,23,Divorced,Secondary,Kisumu,Informal,26633.76,11056.95,6,21665,6,14.36,Bi-weekly,0,0,Business,None,False,26,17.24,1
L100267,C50267,Other,35,Single,Primary,Mombasa,Informal,46520.54,13769.7,8,48174,6,22.66,Monthly,3,0,Business,Title Deed,False,28,38.05,0
L100268,C50268,Female,57,Single,Tertiary,Meru,Informal,18203.37,17049.16,3,49749,3,10.84,Monthly,2,1,Medical,Electronics,False,30,50.61,0
L100269,C50269,Male,38,Married,Secondary,Nairobi,Informal,32124.57,-3650.55,6,18137,3,19.56,Bi-weekly,0,1,Agriculture,Title Deed,False,13,79.39,0
L100270,C50270,Male,32,Single,None,Kisumu,Informal,43733.16,9010.96,5,19508,12,13.12,Bi-weekly,3,1,Household,Guarantor,False,58,10.52,0
L100271,C50271,Female,20,Married,Tertiary,Machakos,Self-employed,35101.92,5330.24,6,36878,3,8.97,Bi-weekly,2,0,Emergency,Guarantor,False,20,9.05,0
L100272,C50272,Male,19,Married,Primary,Nakuru,Unemployed,27743.18,21640.99,8,33044,3,10.91,Monthly,2,0,Emergency,Livestock,False,37,49.19,0
L100273,C50273,Female,58,Widowed,Secondary,Machakos,Formal,21345.75,16794.73,6,17676,3,8.97,Bi-weekly,1,1,Medical,Livestock,True,32,79.68,0
L100274,C50274,Male,57,Divorced,Secondary,Machakos,Informal,26123.05,3014.45,8,42021,3,5.74,Weekly,3,0,Household,Electronics,False,56,26.49,0
L100275,C50275,Male,21,Single,Primary,Mombasa,Self-employed,45750.22,31325.61,3,11012,6,22.89,Weekly,0,0,Emergency,Guarantor,False,44,88.84,0
L100276,C50276,Other,49,Divorced,None,Mombasa,Formal,28062.1,2331.04,11,14435,12,23.11,Bi-weekly,2,1,Medical,Title Deed,True,24,11.46,0
L100277,C50277,Other,19,Widowed,Tertiary,Meru,Unemployed,4888.86,6358.72,4,41225,24,6.16,Monthly,0,0,Business,None,False,56,23.99,1
L100278,C50278,Male,63,Single,Primary,Eldoret,Self-employed,33910.77,11237.89,7,37241,6,9.65,Bi-weekly,0,0,Education,Title Deed,False,42,71.61,0
L100279,C50279,Male,46,Single,None,Eldoret,Informal,29768.39,-1909.23,6,34610,6,21.64,Bi-weekly,2,0,Agriculture,Title Deed,True,22,3.46,0
L100280,C50280,Other,19,Widowed,Secondary,Kisumu,Self-employed,35786.02,14701.35,5,3687,24,10.94,Monthly,1,1,Household,Title Deed,True,39,24.39,0
L100281,C50281,Other,51,Divorced,Secondary,Nakuru,Self-employed,28159.29,10968.4,9,31709,6,9.6,Bi-weekly,0,0,Business,Livestock,True,18,37.57,0
L100282,C50282,Other,44,Married,Secondary,Eldoret,Unemployed,28426.13,13217.8,6,21137,12,5.67,Weekly,3,1,Household,Electronics,False,31,64.82,0
L100283,C50283,Female,56,Widowed,Primary,Meru,Self-employed,42844.11,2335.39,6,30078,6,10.88,Bi-weekly,2,0,Education,Livestock,True,27,8.88,0
L100284,C50284,Male,61,Widowed,None,Mombasa,Formal,63994.93,14915.01,4,17949,3,21.06,Bi-weekly,2,1,Emergency,Title Deed,False,35,20.15,1
L100285,C50285,Other,55,Single,Primary,Kisumu,Self-employed,27415.22,13250.14,8,45064,6,12.17,Monthly,1,1,Agriculture,Guarantor,True,57,74.21,0
L100286,C50286,Male,35,Married,Primary,Eldoret,Formal,44850.79,5876.33,5,44116,12,18.69,Bi-weekly,2,1,Agriculture,Livestock,True,58,71.05,0
L100287,C50287,Female,53,Widowed,Tertiary,Eldoret,Informal,9642.05,3559.67,6,40102,24,9.91,Monthly,0,0,Agriculture,Livestock,True,6,22.9,0
L100288,C50288,Female,36,Divorced,Tertiary,Nairobi,Informal,28887.99,9312.31,3,23264,6,22.08,Monthly,2,1,Household,Title Deed,True,5,97.61,0
L100289,C50289,Other,44,Widowed,Tertiary,Kisumu,Formal,25917.59,5714.33,8,18449,6,10.01,Bi-weekly,1,0,Emergency,None,False,48,41.71,0
L100290,C50290,Female,62,Divorced,None,Kisumu,Informal,12150.28,9673.19,6,23736,3,8.06,Weekly,3,0,Education,Livestock,False,18,66.96,1
L100291,C50291,Male,37,Single,Secondary,Meru,Unemployed,37571.99,21348.29,8,30888,24,8.25,Weekly,3,0,Emergency,Title Deed,False,23,4.63,0
L100292,C50292,Other,38,Widowed,Tertiary,Nakuru,Unemployed,44482.32,11902.91,10,6179,6,9.31,Bi-weekly,4,0,Business,Electronics,False,57,49.69,1
L100293,C50293,Male,40,Divorced,Secondary,Eldoret,Unemployed,37601.4,12459.15,4,30762,12,17.56,Weekly,2,2,Agriculture,Livestock,True,59,77.19,0
L100294,C50294,Male,47,Single,None,Kisumu,Unemployed,31513.8,6260.64,5,37033,6,8.65,Monthly,4,1,Education,None,False,28,19.92,1
L100295,C50295,Female,42,Single,Tertiary,Meru,Formal,23262.34,24460.46,3,45401,6,11.73,Weekly,6,1,Business,Livestock,True,41,89.69,0
L100296,C50296,Female,48,Single,Tertiary,Nakuru,Unemployed,51061.46,6632.23,3,31999,6,9.8,Monthly,4,1,Business,Guarantor,False,42,67.35,0
L100297,C50297,Female,44,Widowed,Secondary,Eldoret,Formal,36019.91,7635.37,6,22289,24,24.9,Weekly,1,0,Emergency,Electronics,False,43,32.8,0
L100298,C50298,Female,51,Single,Primary,Machakos,Self-employed,23615.98,15785.69,8,35771,24,9.67,Monthly,0,1,Business,Livestock,False,35,76.78,0
L100299,C50299,Female,25,Single,None,Mombasa,Formal,57785.49,3538.6,10,8928,24,23.92,Bi-weekly,1,0,Business,Guarantor,False,0,19.87,0
L100300,C50300,Other,36,Divorced,None,Nairobi,Informal,-9014.21,13631.17,12,7820,6,11.32,Monthly,1,0,Business,None,True,1,87.8,1
L100301,C50301,Male,58,Single,Tertiary,Nakuru,Unemployed,30753.25,6974.15,7,16050,24,21.09,Weekly,4,1,Medical,Electronics,False,0,27.56,1
L100302,C50302,Male,43,Widowed,None,Nairobi,Formal,33989.29,26214.38,7,18576,24,20.01,Weekly,3,0,Agriculture,Title Deed,False,29,6.48,1
L100303,C50303,Male,45,Married,Secondary,Mombasa,Formal,61869.53,4628.63,10,16543,3,21.53,Monthly,7,0,Education,None,True,26,3.69,1
L100304,C50304,Male,21,Single,Primary,Kisumu,Formal,27106.69,7815.38,11,34000,3,15.75,Bi-weekly,4,1,Emergency,Guarantor,False,41,27.67,0
L100305,C50305,Female,48,Widowed,Primary,Eldoret,Self-employed,21323.94,8137.54,9,25005,3,23.74,Bi-weekly,4,0,Business,None,True,54,64.57,0
L100306,C50306,Male,33,Single,None,Machakos,Formal,37154.57,13336.05,4,29861,3,7.77,Monthly,2,0,Medical,Title Deed,True,14,72.88,0
L100307,C50307,Other,27,Widowed,Primary,Kisumu,Unemployed,-11824.21,13502.29,6,9452,24,11.55,Bi-weekly,4,1,Business,Guarantor,True,59,89.19,1
L100308,C50308,Other,55,Single,Secondary,Nairobi,Informal,2442.2,4089.2,6,22524,3,22.84,Bi-weekly,3,1,Household,Guarantor,True,12,36.39,0
L100309,C50309,Male,27,Divorced,Tertiary,Machakos,Self-employed,1755.56,10137.58,2,12218,6,20.36,Weekly,2,0,Medical,None,True,34,40.82,0
L100310,C50310,Male,62,Married,Tertiary,Kisumu,Informal,27545.56,13586.61,5,43632,6,20.17,Weekly,2,1,Education,Electronics,False,16,74.82,0
L100311,C50311,Other,26,Married,None,Kisumu,Self-employed,35988.38,19512.98,5,25970,12,22.12,Bi-weekly,1,0,Household,Title Deed,False,58,81.93,1
L100312,C50312,Other,56,Widowed,None,Nakuru,Self-employed,48895.9,6258.04,3,11419,12,16.25,Bi-weekly,3,0,Business,Electronics,True,2,75.01,1
L100313,C50313,Female,53,Widowed,None,Machakos,Unemployed,37075.89,-4293.37,4,14595,24,17.41,Bi-weekly,2,1,Household,Livestock,True,11,2.74,1
L100314,C50314,Other,53,Married,Tertiary,Meru,Informal,24643.95,13435.82,10,30122,12,21.04,Weekly,2,1,Household,Guarantor,False,35,2.39,0
L100315,C50315,Female,36,Divorced,None,Nakuru,Informal,29677.27,5627.53,3,22311,12,14.12,Bi-weekly,0,1,Education,Title Deed,True,43,34.52,1
L100316,C50316,Female,36,Divorced,Primary,Mombasa,Self-employed,37904.74,18878.59,7,7279,3,16.39,Bi-weekly,1,0,Household,Livestock,True,5,9.49,1
L100317,C50317,Female,29,Single,Tertiary,Nakuru,Unemployed,40120.79,2897.91,9,13889,3,10.92,Bi-weekly,2,0,Household,None,False,23,8.52,1
L100318,C50318,Female,30,Divorced,Secondary,Nakuru,Unemployed,23412.5,5613.64,13,11640,24,9.82,Weekly,2,1,Business,Livestock,False,22,77.27,0
L100319,C50319,Female,42,Married,None,Nakuru,Self-employed,40454.69,19823.31,7,5976,6,5.1,Monthly,4,0,Household,Electronics,False,30,90.17,0
L100320,C50320,Male,53,Married,Tertiary,Machakos,Informal,27399.69,-3732.56,7,36938,6,16.74,Weekly,4,0,Business,Electronics,False,0,98.11,0
L100321,C50321,Other,42,Divorced,None,Nakuru,Self-employed,18724.46,6060.53,5,10703,3,7.16,Weekly,1,0,Medical,None,False,48,21.68,0
